25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
25.00	25.00
