0	0	45
0	0	45.0005
0	0	45.001
0	0	45.0015
0	0	45.002
0	0	45.0025
0	0	45.003
0	0	45.0035
0	0	45.004
0	0	45.0045
0	0	45.005
0	0	45.0055
0	0	45.006
0	0	45.0065
0	0	45.007
0	0	45.0075
0	0	45.008
0	0	45.0085
0	0	45.009
0	0	45.0095
0	0	45.01
0	0	45.0105
0	0	45.011
0	0	45.0115
0	0	45.012
0	0	45.0125
0	0	45.013
0	0	45.0135
0	0	45.014
0	0	45.0145
0	0	45.015
0	0	45.0155
0	0	45.016
0	0	45.0165
0	0	45.017
0	0	45.0175
0	0	45.018
0	0	45.0185
0	0	45.019
0	0	45.0195
0	0	45.02
0	0	45.0205
0	0	45.021
0	0	45.0215
0	0	45.022
0	0	45.0225
0	0	45.023
0	0	45.0235
0	0	45.024
0	0	45.0245
0	0	45.025
0	0	45.0255
0	0	45.026
0	0	45.0265
0	0	45.027
0	0	45.0275
0	0	45.028
0	0	45.0285
0	0	45.029
0	0	45.0295
0	0	45.03
0	0	45.0305
0	0	45.031
0	0	45.0315
0	0	45.032
0	0	45.0325
0	0	45.033
0	0	45.0335
0	0	45.034
0	0	45.0345
0	0	45.035
0	0	45.0355
0	0	45.036
0	0	45.0365
0	0	45.037
0	0	45.0375
0	0	45.038
0	0	45.0385
0	0	45.039
0	0	45.0395
0	0	45.04
0	0	45.0405
0	0	45.041
0	0	45.0415
0	0	45.042
0	0	45.0425
0	0	45.043
0	0	45.0435
0	0	45.044
0	0	45.0445
0	0	45.045
0	0	45.0455
0	0	45.046
0	0	45.0465
0	0	45.047
0	0	45.0475
0	0	45.048
0	0	45.0485
0	0	45.049
0	0	45.0495
0	0	45.05
0	0	45.0505
0	0	45.051
0	0	45.0515
0	0	45.052
0	0	45.0525
0	0	45.053
0	0	45.0535
0	0	45.054
0	0	45.0545
0	0	45.055
0	0	45.0555
0	0	45.056
0	0	45.0565
0	0	45.057
0	0	45.0575
0	0	45.058
0	0	45.0585
0	0	45.059
0	0	45.0595
0	0	45.06
0	0	45.0605
0	0	45.061
0	0	45.0615
0	0	45.062
0	0	45.0625
0	0	45.063
0	0	45.0635
0	0	45.064
0	0	45.0645
0	0	45.065
0	0	45.0655
0	0	45.066
0	0	45.0665
0	0	45.067
0	0	45.0675
0	0	45.068
0	0	45.0685
0	0	45.069
0	0	45.0695
0	0	45.07
0	0	45.0705
0	0	45.071
0	0	45.0715
0	0	45.072
0	0	45.0725
0	0	45.073
0	0	45.0735
0	0	45.074
0	0	45.0745
0	0	45.075
0	0	45.0755
0	0	45.076
0	0	45.0765
0	0	45.077
0	0	45.0775
0	0	45.078
0	0	45.0785
0	0	45.079
0	0	45.0795
0	0	45.08
0	0	45.0805
0	0	45.081
0	0	45.0815
0	0	45.082
0	0	45.0825
0	0	45.083
0	0	45.0835
0	0	45.084
0	0	45.0845
0	0	45.085
0	0	45.0855
0	0	45.086
0	0	45.0865
0	0	45.087
0	0	45.0875
0	0	45.088
0	0	45.0885
0	0	45.089
0	0	45.0895
0	0	45.09
0	0	45.0905
0	0	45.091
0	0	45.0915
0	0	45.092
0	0	45.0925
0	0	45.093
0	0	45.0935
0	0	45.094
0	0	45.0945
0	0	45.095
